"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"OTB_DEF_x_x_x",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1648
"OTB_DWS_<16_0_0",NA,"OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","Otter","Otter_Trawl","Otter","","Otter",1649
"OTB_DWS_>=130_0_0",NA,"OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","Otter","Otter_Trawl","Otter","","Otter",1650
"OTB_DWS_100-129_0_0",NA,"OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","Otter","Otter_Trawl","Otter","","Otter",1651
"OTB_MOL_>=70_0_0",NA,"OT_MIX","OT_MIX","OT_MIX","Otter","Otter_Trawl","Otter","","Otter",1652
"OTB_SPF_>=70_0_0",NA,"OT_SPF","OT_SPF","OT_SPF","Otter","Otter_Trawl","Otter","","Otter",1653
"OTB_SPF_x_x_x",NA,"OT_SPF","OT_SPF","OT_SPF","Otter","Otter_Trawl","Otter","","Otter",1654
"OTG_UND_16-31_0_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1655
"OTM__>=120_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1656
"OTM__100-119_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1657
"OTM__16-31_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1658
"OTM_DEF_16-31_2_35",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1659
"OTM_DEF_x_x_x",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1660
"OTM_DWS_0_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1661
"OTM_SPF_>=110_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1662
"OTM_SPF_40-59_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1663
"OTM_SPF_55_69_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1664
"OTM_SPF_60-89_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1665
"OTM_SPF_x_x_x",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1666
"OTS_CRU_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1667
"OTT_DEF_>=130_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl_Twin","Otter","","Otter",1668
"OTT_DEF_130-279_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl_Twin","Otter","","Otter",1669
"OTT_MCD_<16_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU_DMF","OT_MIX_CRU_DMF","Otter","Otter_Trawl_Twin","Otter","","Otter",1670
"OTT_MCD_>=120_1_120",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU_DMF","OT_MIX_CRU_DMF","Otter","Otter_Trawl_Twin","Otter","","Otter",1671
"PS_DWS_0",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1672
"PS_LPF_0",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1673
"PS_SPF_<16_0_0 ",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1674
"PS_SPF_>=120_0_0",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1676
"PS_SPF_70-99_0_0",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1677
"PS_SPF_UND_0_0",NA,NA,NA,NA,"Seine",NA,"Seine","","Midwater",1678
"PT_DEF_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Pair_Trawl_Seine","Otter","","Otter",1679
"PTB_CRU_>=70_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Pair_Trawl_Seine","Otter","","Otter",1680
"PTB_CRU_16-31_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Pair_Trawl_Seine","Otter","","Otter",1681
"PTB_CRU_32-69_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Pair_Trawl_Seine","Otter","","Otter",1682
"PTB_DEF_>=130_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Pair_Trawl_Seine","Otter","","Otter",1683
"PTB_DEF_16-31_2_35",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Pair_Trawl_Seine","Otter","","Otter",1684
"PTB_DEF_UND_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Pair_Trawl_Seine","Otter","","Otter",1685
"PTB_SPF_<16_0_0",NA,"OT_SPF","OT_SPF","OT_SPF","Otter","Pair_Trawl_Seine","Otter","","Otter",1686
"PTM__16-31_0_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1687
"PTM_DEF_16-31_2_35",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1688
"PTM_LPF_32_69_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1689
"PTM_SPF_x_x_x",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1690
"REC_DEF_0_0_0",NA,NA,NA,NA,NA,NA,NA,"",NA,1691
"REC_SPF_0_0_0",NA,NA,NA,NA,NA,NA,NA,"",NA,1692
"SDN_DEF_<16_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1693
"SDN_DEF_>=130_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1694
"SDN_DEF_90-104_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1695
"SDN_FIF_>0_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1696
"SDN_SPF_32-104_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1697
"SND_DEF_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1698
"SND_UNK_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Seine","Seine","","Demersal seine",1699
"SPR_SPF_0",NA,"SDN_DMF","SDN_DMF","SDN_DMF","Seine","Pair_Trawl_Seine","Seine","","Demersal seine",1700
"SSC_DWS_0",NA,"SSC_DMF","SSC_DMF","SSC_DMF","Seine","Seine","Seine","","Demersal seine",1701
"SSC_FWS_>0_0_0",NA,"SSC_DMF","","","","Seine","Seine","","Demersal seine",1703
"SUM_UND_70-99_0_0",NA,NA,"","","",NA,NA,"",NA,1704
"SUM_UND_90-119_0_0",NA,NA,"","","",NA,NA,"",NA,1705
"SV_CRU_0",NA,"SDN_DMF","","","","Seine","Seine","","Demersal seine",1706
"TB_DWS_0",NA,"OT_DMF","","","","Otter_Trawl","Otter","","Otter",1707
"TB_LPF_0",NA,"OT_SPF","","","","Otter_Trawl","Otter","","Otter",1708
"TBS_CRU_0_0_0",NA,"OT_CRU","","","","Otter_Trawl","Otter","","Otter",1709
"TBS_CRU_16_31_0",NA,"OT_CRU","","","","Otter_Trawl","Otter","","Otter",1710
"TBS_CRU_35_0_0",NA,"OT_CRU","","","","Otter_Trawl","Otter","","Otter",1711
"TM_CRU_0",NA,NA,"","","",NA,"Midwater","",NA,1712
"TM_DWS_0",NA,NA,"","","",NA,"Midwater","","Midwater",1713
"TMS_SPF_0",NA,NA,"","","",NA,NA,"",NA,1714
"TX_CRU_0",NA,NA,"","","",NA,"Other","","Other",1715
"TX_DEF_0",NA,NA,"","","",NA,"Other","","Other",1716
"TX_DWS_0",NA,NA,"","","",NA,"Other","","Other",1717
"TX_SPF_0",NA,NA,"","","",NA,"Other","","Other",1718
